ankle_dist,foot_spread,foot_y_std,left_straightness,right_straightness,left_turnout_angle,right_turnout_angle,cross_factor,left_leg_len,right_leg_len,heel_toe_overlap_left,heel_toe_overlap_right,ankle_x_dist,left_foot_vis,right_foot_vis,back_heel_to_front_bigtoe,back_heel_to_front_smalltoe,label,video_id
0.17078096070609336,0.8439166258668542,5.224197531083471,8.259463768115936,10.337115942028985,0.0,0.0,0.7391304347826086,274.59885515169105,271.37474865555055,0.375382762205868,0.5037313841109147,0.16880283427051954,2.971014492753623,1.9565217391304348,0.5414121927935526,0.5036884430664262,0,1_d1_s1_o1_c1
0.2762878158718798,0.8366929841862073,19.550259826988736,20.62855789473684,2.8417368421052633,22.403555832234026,9.00286797104901,1.0,370.12100133180564,343.87092062491485,0.02565350363217867,0.6073490794237685,0.26738460526118013,3.0,1.2210526315789474,0.6384737149149974,0.6073490794237685,0,1_d1_s2_o10_c1
0.2709132410140952,1.0684178470611736,15.526771727642542,5.523167938931302,2.2399770992366412,0.0,0.0,-0.9847328244274809,383.73182906127454,394.4299382250102,0.6208475894158896,0.5373942451645465,0.26839728325350504,3.0,3.0,0.6204692641586304,0.5681157424144849,0,1_d1_s2_o2_c1
0.287424631594653,0.9447278971201563,8.661095691378717,0.6811265822784817,4.4205189873417705,0.0,0.0,-1.0,170.16614230213273,173.9293886966862,0.6274968577026131,0.06691001126293798,0.2865623285648534,1.1645569620253164,2.962025316455696,0.6274968577026131,0.585355145012261,0,1_d1_s2_o4_c1
0.24128743690736298,0.740362040322206,12.198916043811996,13.370537735849057,4.706481132075475,43.02261664925001,2.0360838062974236,0.7735849056603774,403.4243732390641,403.9335227794231,0.022276783003737834,0.4027845899994948,0.2401447500982202,2.6226415094339623,1.0566037735849056,0.4257226913931371,0.40776566984175366,0,1_d1_s2_o5_c1
0.2600381131354276,0.830356306930958,7.479806985288131,1.971119047619045,0.8180000000000005,0.0,0.0,1.0,172.57534754785573,171.94299489644033,0.0,0.5013701352762091,0.2591768469056416,2.8095238095238093,1.0,0.5890962826897121,0.5013701352762091,0,1_d1_s2_o8_c1
0.263684209650142,0.9315676159597647,14.891583754605072,9.881972727272723,9.198627272727276,18.794857047185477,17.231374633873624,1.0,355.47281542208816,356.638540541958,0.6009558194944665,0.11358930370586913,0.26334631732185726,1.4363636363636363,3.0,0.14789051344618773,0.11358930370586913,0,1_d1_s5_o10_c1
0.22878950198833645,0.9667619589797445,16.1675712101088,15.83723275862069,9.714318965517247,0.0,0.0,0.7586206896551724,438.54598860541,426.4206388738443,0.4190807479637575,0.5398208465650187,0.22517146648068048,2.75,2.4051724137931036,0.5803762620537122,0.5127171853425777,0,1_d1_s5_o2_c1(2)
0.3014700336166521,1.0925658699076297,14.965984484398158,0.057666666666667275,5.982333333333334,0.0,0.0,1.0,401.28033821226785,398.91346962769944,0.624625241221164,0.2079677823255216,0.3013345344499667,2.0,3.0,0.4150452576724352,0.2079677823255216,0,1_d1_s5_o2_c1
0.29920725901592526,1.0500821233512525,10.7029540562222,3.5683875000000027,20.1098375,0.0,0.0,1.0,418.4651207176198,418.5375820686728,0.6404587456332053,0.5702092862841417,0.29915652429686557,3.0,2.575,0.5917443158629745,0.5702092862841417,0,1_d1_s5_o4_c1(2)
0.06897561163110646,0.694372914719975,11.890229427504217,8.883533333333334,3.150422222222222,0.0,0.0,-0.9777777777777777,389.7184945252428,390.16361806880343,0.6095319995273359,0.3262398308556051,0.06223521655039783,2.6666666666666665,2.977777777777778,0.6074470223358722,0.5231648005580891,0,1_d1_s5_o4_c1
0.2655720305349845,1.0027036936452347,12.747780901610328,9.879318681318681,11.301989010989017,29.848952664837025,56.37914060042658,1.0,380.1990962308769,383.0855611420989,0.5844995622243863,0.5317060238095731,0.2651620879586906,3.0,3.0,0.5514808559769399,0.5317060238095731,0,1_d1_s5_o5_c1(2)
0.26576702143903197,0.9989881442424887,7.246510878718125,1.4809230769230777,1.035,0.0,0.0,1.0,151.98585656929635,150.99528174289833,0.592659976973159,0.5193197587592964,0.26571709876605926,2.8461538461538463,3.0,0.5778304635835185,0.5193197587592964,0,1_d1_s5_o7_c1
0.11037539429902392,0.7643117042293723,15.676350791215429,11.385691489361706,3.3325851063829792,0.0,0.0,0.851063829787234,397.6678692855333,398.65140308539105,0.5340827037055057,0.501764983189855,0.10166528533071868,2.978723404255319,3.0,0.5230042983443101,0.5119696195186687,0,1_d1_s5_o7_c1_2
0.060736439572183165,0.5403436717809927,24.078913732802395,14.500833333333341,47.77716666666666,0.0,0.0,-1.0,403.2957132436305,441.10380137405053,0.0,0.0,0.02475770846964891,0.0,3.0,0.0,0.0,0,1_d1_s5_o7_c2
0.28629104875946937,1.076699062911702,7.154179949471178,2.082625,1.7368124999999985,0.0,0.0,-1.0,146.19792997753788,153.60911735247907,0.4147702846185422,0.23752311016784303,0.2837746896526914,1.875,2.25,0.4147702846185422,0.31503723471153827,0,1_d1_s5_o8_c1
0.2674518838647168,1.0222303570052844,12.120880522959533,22.875041237113408,7.930731958762888,1.1509337932071422,0.0,1.0,372.3154543293187,374.3633558112602,0.5898687791988159,0.5685980782562212,0.2673429742844115,3.0,3.0,0.5928817721111969,0.5685980782562212,0,1_d1_s6_o10_c1 (2)
0.31522312119701984,1.0679005079501862,20.092434199511583,8.35726470588236,27.78317647058823,0.0,0.0,1.0,491.5884539811895,363.90021516630134,0.514230033405398,0.6630742197546603,0.30215876156391935,3.0,2.3529411764705883,0.6895958789864253,0.6630742197546603,0,1_d1_s6_o10_c1
0.21594933042904652,1.0472321989347644,19.76467526747846,8.362549999999995,5.432400000000004,0.0,0.0,-0.6,417.1518667916971,418.2393249625883,0.3810866313478784,0.015450542142435932,0.21243755342499143,1.225,2.05,0.37499826284760157,0.2118466429894427,0,1_d1_s6_o3_c1
0.20624596565975079,0.9868345842747563,9.42355795550021,4.77896825396826,3.9324444444444433,0.0,0.0,-0.5238095238095238,405.24260536646506,408.8004534974282,0.6007401350180733,0.5517408817836951,0.20490031963194608,2.9365079365079363,2.253968253968254,0.6053926677185972,0.21673835470718164,0,1_d1_s6_o4_c1
0.2557080719807495,0.9862430398784305,17.55136745717488,1.9608411214953299,4.74052336448598,0.0,0.0,1.0,438.9008476700486,465.0999161597855,0.5666890604817535,0.0,0.25081789142622324,1.0,3.0,0.0,0.0,0,1_d1_s6_o5_c1
0.17546873196940807,0.8060519059978873,17.43930403308492,13.438425287356322,4.417034482758617,0.0,0.0,0.40229885057471265,443.6463649861051,444.449610890951,0.5235454686288459,0.49237687069179314,0.17523572242174118,3.0,3.0,0.5031357327657189,0.47710080717712133,0,1_d1_s6_o7_c1
0.1834162602011221,0.8929903423955058,17.95174291058378,15.186857142857141,10.57635714285714,0.0,0.0,0.47619047619047616,439.71475552982884,437.4148330022011,0.5685115538399452,0.4093214450527022,0.17781449831845964,2.642857142857143,2.738095238095238,0.5342727288814139,0.4087911645678709,0,1_d1_s7_o10_c1
0.20607906173619067,0.9622941857444094,13.759093718353524,8.277266055045871,8.498284403669725,0.0,0.0,-0.06422018348623854,393.92061010056005,395.4864577168184,0.46897746291677417,0.45125965854009037,0.20280756327160107,2.697247706422018,2.6513761467889907,0.5011367510107744,0.4368929037050398,0,1_d1_s7_o2_c1
0.27120674480202,1.0511568064768542,19.70652065234311,2.858427419354841,2.163612903225809,0.0,0.0,-1.0,392.279869136805,383.1206701182741,0.5898883155005639,0.02031186201541564,0.27111912819770373,1.1451612903225807,2.4596774193548385,0.5898883155005639,0.342193845792774,0,1_d1_s7_o3_c1
0.269288331974947,1.0724601809432033,19.607876664638994,3.608999999999991,1.986648648648654,0.0,0.0,0.8378378378378378,404.57476644189745,406.34683872065614,0.6441872289275715,0.5248818406890485,0.26908240051448434,2.7837837837837838,2.972972972972973,0.6114670230783256,0.5682676023897467,0,1_d1_s7_o7_c1
0.18559677177148626,0.910236522431272,17.533705577681587,12.299066666666663,3.9530666666666736,0.0,0.0,-0.4666666666666667,413.8709970510702,413.9863730027144,0.5955236332699095,0.1547297822554539,0.18298432882703652,2.1333333333333333,3.0,0.5866065541799588,0.4822821824670811,0,1_d1_s7_o8_c1
0.29613552633427653,1.1266287900287835,5.960383330041931,9.443727272727271,15.949636363636362,54.40786779775297,84.82038894879368,1.0,280.4094683055548,287.8809935434644,0.659341148745246,0.6118256411912923,0.2948524859627712,3.0,3.0,0.6335601681816275,0.6118256411912923,0,1_d2_s1_o1_c1
0.25205258505560113,1.0778550456162388,13.622799672347702,6.300022727272725,2.8478068181818177,0.0,0.0,-0.9545454545454546,353.568736643537,351.9447421703006,0.6097674132874602,0.5773241180201049,0.2515084497837607,3.0,3.0,0.6081483674428259,0.5478112563835201,0,1_d2_s2_o8_c1
0.259929179037927,1.0885698679746758,17.13582078194154,2.8717757009345815,2.941850467289717,0.0,0.0,-0.6448598130841121,373.86405133324575,370.8248084061975,0.6758304665388697,0.5423512736028103,0.2593935818632989,2.7476635514018692,3.0,0.6291059030781615,0.5513014754863956,0,1_d2_s3_o7_c1
